Date,DE,FR,ES,IT,GR,RO,HU,AT,PL,SK,RS,HR,BG
13/04/2025 20:00,48709,43698,24372,29901,5533,6406,5294,6007,17297,3029,4174,2201,4797
13/04/2025 21:00,47351,43603,26731,29007,5601,6488,4974,5679,16282,2807,4121,2131,4732
13/04/2025 22:00,46125,44210,26257,26861,5266,6069,4666,5709,15444,2661,3977,2033,4547
13/04/2025 23:00,43973,44047,24488,24580,4866,5637,4458,5389,14415,2490,3814,1807,4285
14/04/2025 00:00,42026,41705,22730,22451,4371,5270,4122,5198,13706,2406,3657,1608,3871
14/04/2025 01:00,40504,39718,21320,20870,4025,5094,3855,4990,13370,2310,3281,1484,3579
14/04/2025 02:00,39650,38519,20404,20065,3947,5043,3750,4922,13280,2308,3086,1429,3464
14/04/2025 03:00,39594,36930,19976,20089,3836,5045,3764,4940,13437,2313,2953,1411,3433
14/04/2025 04:00,41201,36638,19911,19954,3764,5090,3921,5175,14000,2418,2980,1445,3482
14/04/2025 05:00,46176,38966,20357,21532,3909,5319,4341,5990,14991,2630,3132,1602,3646
14/04/2025 06:00,52757,43362,22534,25989,4384,5918,5034,7014,17777,3081,3666,1944,4111
14/04/2025 07:00,57755,47257,25685,30890,4952,6750,5330,7450,19566,3273,4109,2210,4523
14/04/2025 08:00,60902,49643,27527,35408,5463,7169,5281,7405,19950,3327,4375,2273,4786
14/04/2025 09:00,62253,50050,28458,37327,5741,7187,5158,7181,19640,3307,4403,2210,4869
14/04/2025 10:00,61849,49177,28416,37810,5784,6944,5091,7024,18925,3196,4333,2114,4722
14/04/2025 11:00,60768,49153,28004,38701,5905,6737,5167,6785,18644,3190,4177,2106,4570
14/04/2025 12:00,59480,50137,27466,38282,5900,6466,5150,6484,18374,3195,4076,2061,4574
14/04/2025 13:00,57603,48375,27235,38710,5848,6382,5020,6469,18172,3196,3975,2048,4499
14/04/2025 14:00,55384,47158,26463,39705,5734,6390,4964,6270,18271,3167,3952,2028,4461
14/04/2025 15:00,54137,46017,25963,39119,5491,6369,5048,6368,18621,3124,3873,2086,4494
14/04/2025 16:00,53446,44986,25660,37512,5329,6514,5210,6693,19580,3177,3964,2166,4380
14/04/2025 17:00,55003,44684,25532,35544,5399,6723,5379,6993,19978,3231,3983,2231,4494
14/04/2025 18:00,57006,46622,25994,35030,5549,7080,5575,7180,20155,3292,4108,2310,4769
14/04/2025 19:00,57865,48587,27176,36053,5757,7353,5777,7316,20749,3376,4337,2481,4994
14/04/2025 20:00,57542,47480,28944,36907,6157,7689,5749,7126,21034,3379,4494,2537,5074
14/04/2025 21:00,55170,46077,31023,35047,6069,7486,5398,6658,19513,3129,4363,2389,4829
14/04/2025 22:00,52031,46251,28881,31607,5578,6843,5106,6357,17793,2890,4203,2216,4495
14/04/2025 23:00,48109,45588,26185,28747,5019,6247,4998,5904,16083,2722,4046,1986,4145
15/04/2025 00:00,45054,43050,23984,26213,4607,5873,4654,5596,15196,2600,3804,1761,3800
15/04/2025 01:00,44003,40500,22642,24577,4330,5611,4344,5335,14608,2502,3494,1620,3602
15/04/2025 02:00,43087,39170,21663,23784,4261,5489,4186,5200,14469,2488,3270,1560,3523
15/04/2025 03:00,43256,37420,21137,23179,4174,5434,4155,5138,14526,2482,3154,1544,3509
15/04/2025 04:00,45092,36819,20993,23332,4089,5491,4284,5256,14934,2567,3170,1559,3537
15/04/2025 05:00,49219,38781,21347,24344,4193,5735,4625,5913,15597,2771,3308,1707,3682
15/04/2025 06:00,56065,42659,23275,27941,4418,6219,5264,6927,18156,3174,3666,2053,4114
15/04/2025 07:00,60418,46263,26153,32876,4957,6967,5648,7475,19818,3423,4107,2324,4528
15/04/2025 08:00,62584,49273,27845,37458,5513,7454,5722,7771,20458,3533,4299,2407,4827
15/04/2025 09:00,63435,50881,28837,39791,5850,7512,5741,7756,19957,3601,4304,2426,4879
15/04/2025 10:00,62237,51458,28580,39415,5954,7426,5717,7806,19575,3528,4195,2364,4787
15/04/2025 11:00,62139,50616,27701,39577,6060,6993,5613,8005,19825,3560,4107,2430,4592
15/04/2025 12:00,61721,51727,27873,38538,6069,6954,5410,7739,20043,3521,3988,2359,4708
15/04/2025 13:00,61427,50721,28068,37955,6046,6900,5102,7307,20307,3432,3876,2166,4752
15/04/2025 14:00,59759,49357,27844,37931,5860,6729,4993,6991,20329,3340,3786,2114,4649
15/04/2025 15:00,58234,48341,26926,37142,5513,6779,5186,7030,20361,3293,3759,2176,4587
15/04/2025 16:00,57168,46993,26572,35824,5405,6602,5354,7008,20357,3317,3710,2185,4494
15/04/2025 17:00,58708,46463,26394,34333,5469,6694,5529,7052,20290,3367,3804,2165,4397
15/04/2025 18:00,60182,47798,26740,33720,5604,6910,5627,7169,20167,3382,3861,2204,4611
15/04/2025 19:00,60844,49195,27762,34742,5766,7221,5790,7237,20702,3400,4123,2375,4854
15/04/2025 20:00,59567,48325,29499,36689,6179,7649,5769,7129,20879,3394,4356,2493,5003
15/04/2025 21:00,56635,47425,31306,35193,6149,7477,5426,6614,19239,3139,4234,2362,4847
15/04/2025 22:00,52801,47760,29353,31663,5704,6847,5128,6331,17726,2904,4045,2214,4557
15/04/2025 23:00,48807,47503,26583,28554,5163,6286,5004,5851,16404,2713,3956,1971,4222
16/04/2025 00:00,45476,44947,24431,26375,4697,5921,4627,5562,15301,2591,3714,1746,3850
16/04/2025 01:00,44030,42795,22871,24493,4327,5643,4311,5272,14876,2486,3389,1598,3586
16/04/2025 02:00,43275,41617,21598,23601,4213,5492,4155,5145,14555,2445,3119,1525,3526
16/04/2025 03:00,43397,39749,21105,23105,4049,5489,4123,5137,14617,2450,2985,1509,3515
16/04/2025 04:00,43941,39242,20946,23182,3966,5532,4258,5250,14898,2555,2990,1530,3537
16/04/2025 05:00,47701,41275,21357,24331,4113,5775,4576,5945,15638,2691,3114,1670,3638
16/04/2025 06:00,53454,45332,23305,28058,4477,6157,5057,6824,17999,3016,3484,1967,4076
16/04/2025 07:00,57554,49204,26071,32531,4986,6718,4977,7250,19642,3167,3850,2166,4468
16/04/2025 08:00,60818,52044,28038,36944,5475,6807,4526,7343,19625,3162,3965,2137,4591
16/04/2025 09:00,60309,53172,28552,38303,5716,6349,4178,7171,18969,3141,3895,2009,4510
16/04/2025 10:00,60536,53195,28170,38423,5753,5794,3851,6973,18378,2975,3738,1869,4318
16/04/2025 11:00,59608,53729,27717,38347,5783,5378,3673,6839,18416,2966,3653,1851,4154
16/04/2025 12:00,58912,54115,26992,37926,5734,5097,3602,6536,18446,2900,3648,1813,4137
16/04/2025 13:00,58090,52337,26884,37984,5662,5071,3488,6459,18105,2859,3576,1773,4081
16/04/2025 14:00,57204,50627,26472,38618,5453,5045,3582,6371,18137,2800,3540,1778,3974
16/04/2025 15:00,57571,48904,25698,38274,5149,4990,3885,6450,18876,2800,3550,1795,3918
16/04/2025 16:00,57574,47685,25311,37162,5044,5243,4281,6725,19191,2864,3570,1862,3840
16/04/2025 17:00,58301,47434,25519,35686,5080,5734,4716,6919,19903,2925,3660,1978,3853
16/04/2025 18:00,59614,49507,26072,34903,5192,6366,5128,7104,20393,3027,3704,2081,4031
16/04/2025 19:00,58935,51264,26788,36224,5403,6871,5485,7144,20731,3177,3981,2271,4353
16/04/2025 20:00,58430,50532,28426,37242,5848,7446,5604,7043,21116,3249,4242,2425,4665
16/04/2025 21:00,56649,49733,30246,35165,5825,7465,5341,6534,19664,3030,4115,2294,4558
16/04/2025 22:00,53073,50221,28465,31894,5433,6834,5061,6201,18121,2816,3966,2151,4304
16/04/2025 23:00,49790,49949,25817,29166,4935,6180,4935,5718,16436,2621,3739,1918,4018
17/04/2025 00:00,46581,47491,23792,26772,4485,5762,4569,5519,15325,2496,3484,1686,3546
17/04/2025 01:00,45162,45184,22305,24903,4135,5490,4247,5244,14753,2386,3160,1537,3261
17/04/2025 02:00,44331,43835,20973,23873,4010,5377,4088,5071,14444,2359,2945,1478,3121
17/04/2025 03:00,44324,42115,20296,23711,3904,5285,4040,5070,14437,2356,2825,1453,3093
17/04/2025 04:00,45376,41580,20015,23828,3845,5334,4128,5166,14743,2426,2810,1485,3191
17/04/2025 05:00,48795,43622,20140,24632,3953,5526,4395,5821,15164,2545,2900,1618,3382
17/04/2025 06:00,54629,48002,21226,28021,4211,5902,4815,6752,17283,2867,3315,1885,3792
17/04/2025 07:00,59026,52151,22484,31704,4627,6412,4891,7136,19000,3058,3661,2147,4155
17/04/2025 08:00,61944,54741,23359,36519,5037,6528,4680,7336,19509,3088,3836,2292,4262
17/04/2025 09:00,63187,54944,23751,38655,5252,6300,4477,7399,18818,3094,3907,2333,4129
17/04/2025 10:00,64266,54649,23618,38843,5343,5943,4393,7232,18454,2979,3868,2296,3901
17/04/2025 11:00,64820,55135,23135,39278,5418,5341,4669,7249,18302,2985,3842,2294,3750
17/04/2025 12:00,63575,55434,22567,38765,5410,5115,4810,7283,18414,3022,3876,2317,3584
17/04/2025 13:00,62326,53658,22673,37924,5331,5001,4546,7266,18555,2972,3838,2348,3618
17/04/2025 14:00,60848,51804,22305,38342,5129,4900,4695,7511,18496,2916,3754,2327,3535
17/04/2025 15:00,60280,50361,21302,37699,4906,5041,4963,7599,19026,2926,3738,2256,3525
17/04/2025 16:00,59554,48672,21005,36510,4859,5360,5106,7456,19334,2979,3760,2246,3485
17/04/2025 17:00,58771,48585,21226,35127,4952,5818,5175,7281,19970,3001,3790,2253,3647
17/04/2025 18:00,58401,50023,22216,34503,5066,6313,5312,7234,20002,3036,3857,2252,3886
17/04/2025 19:00,57313,51592,23357,35273,5192,6671,5456,7200,20122,3137,4040,2355,4154
17/04/2025 20:00,55808,50978,25075,36239,5425,7111,5440,7091,20685,3176,4270,2422,4351
17/04/2025 21:00,52798,50369,27210,34607,5304,7093,5161,6566,19252,2962,4075,2301,4167
17/04/2025 22:00,49689,50571,26421,31514,5024,6546,4901,6254,17637,2749,3914,2168,3931
17/04/2025 23:00,46550,50344,24488,29084,4671,6057,4802,5815,16105,2566,3642,1946,3678
18/04/2025 00:00,42875,47916,22650,26516,4233,5509,4438,5513,14905,2449,3414,1735,3484
18/04/2025 01:00,40534,45608,21127,24709,3900,5201,4086,5183,14418,2331,3102,1594,3215
18/04/2025 02:00,38940,44373,19912,23532,3752,5022,3893,5070,14012,2298,2860,1508,3058
18/04/2025 03:00,38354,42652,19304,23177,3631,4933,3807,5011,13919,2272,2696,1477,3018
18/04/2025 04:00,38599,42208,19062,23060,3555,4897,3758,5184,14324,2280,2598,1500,2991
18/04/2025 05:00,39170,44036,18991,23880,3586,4956,3679,5776,14723,2238,2664,1615,2997
18/04/2025 06:00,39376,47716,19663,26768,3683,4943,3674,6703,16442,2281,2704,1845,3073
18/04/2025 07:00,41052,50982,20192,30533,3813,5023,3940,7339,17956,2400,2978,2055,3311
18/04/2025 08:00,44327,53258,20358,34781,4064,5101,4170,7787,18957,2556,3306,2111,3618
18/04/2025 09:00,47152,53597,20881,36821,4202,5148,4336,8024,19166,2692,3552,2071,3743
18/04/2025 10:00,49198,52757,21185,36388,4226,5086,4461,7988,19087,2786,3517,1997,3714
18/04/2025 11:00,51121,51742,20910,35995,4245,4948,4432,7891,18840,2887,3519,1982,3623
18/04/2025 12:00,50793,52207,20674,34663,4214,4780,4347,7572,19254,2835,3523,1890,3620
18/04/2025 13:00,49570,50689,20937,33929,4222,4629,3876,7414,19267,2794,3466,1798,3543
18/04/2025 14:00,48219,48133,20868,34079,4125,4532,3792,7356,19125,2732,3356,1749,3435
18/04/2025 15:00,47671,45777,19964,33310,3995,4591,3673,7304,19395,2647,3255,1734,3389
18/04/2025 16:00,47016,43832,19576,32309,3986,4841,3665,7100,19768,2633,3192,1812,3373
18/04/2025 17:00,47340,44460,19668,31201,4122,5206,4013,6991,19567,2611,3205,1915,3488
18/04/2025 18:00,48272,46280,20383,31043,4299,5546,4356,6968,19488,2650,3227,2032,3646
18/04/2025 19:00,48207,47557,21886,32238,4453,5844,4664,7046,19667,2741,3470,2179,3877
18/04/2025 20:00,47747,47252,23671,33789,4652,6276,4834,6865,19944,2791,3652,2312,4061
18/04/2025 21:00,46839,46896,25862,32307,4548,6340,4645,6399,18445,2661,3569,2233,3952
18/04/2025 22:00,44798,47760,25366,29817,4521,5967,4385,6114,16926,2504,3392,2139,3764
18/04/2025 23:00,41937,47518,23524,27509,4294,5492,4234,5625,15250,2324,3277,1920,3556
19/04/2025 00:00,39625,45223,21660,25153,4003,5061,3893,5340,13946,2233,3103,1700,3268
19/04/2025 01:00,37670,42864,20099,23100,3722,4749,3599,5080,13275,2126,2817,1535,3032
19/04/2025 02:00,37173,41273,19111,21966,3588,4592,3490,4918,12807,2099,2585,1448,2907
19/04/2025 03:00,36701,38926,18495,21084,3487,4506,3450,4863,12739,2087,2466,1418,2845
19/04/2025 04:00,37259,37688,18285,21041,3443,4514,3494,4887,12728,2118,2453,1419,2824
19/04/2025 05:00,38716,38054,18388,21302,3500,4598,3604,5161,12403,2175,2499,1483,2879
19/04/2025 06:00,39571,39210,19028,22401,3628,4699,3698,5432,12944,2285,2619,1584,3001
19/04/2025 07:00,41793,40212,19869,23580,3835,4961,3670,5569,14146,2433,2928,1726,3307
19/04/2025 08:00,44810,42218,20646,25658,4111,5304,3565,5851,14937,2565,3237,1807,3740
19/04/2025 09:00,47459,43964,21983,26860,4330,5485,3353,5935,15475,2630,3371,1790,4043
19/04/2025 10:00,48676,44653,22613,27132,4493,5442,3102,5798,15662,2584,3424,1753,4153
19/04/2025 11:00,48157,45340,22437,26928,4598,5291,2990,5659,15836,2603,3456,1726,4136
19/04/2025 12:00,47505,47794,22265,26603,4673,5056,2933,5364,15372,2543,3442,1692,4151
19/04/2025 13:00,45972,46102,22268,26142,4699,4932,2847,5103,15043,2507,3401,1733,4026
19/04/2025 14:00,44375,44048,22120,25608,4533,4821,2934,4805,14901,2420,3355,1739,3833
19/04/2025 15:00,43341,42361,21015,24885,4401,4853,3169,4618,14615,2395,3319,1740,3793
19/04/2025 16:00,43444,41003,20426,24210,4385,4967,3541,4622,15081,2453,3301,1752,3747
19/04/2025 17:00,44056,41077,20527,23988,4569,5243,3885,4852,15423,2476,3393,1764,3802
19/04/2025 18:00,46029,42840,21166,25322,4852,5565,4307,5224,15807,2595,3461,1899,3887
19/04/2025 19:00,47195,44605,22515,27271,5133,5860,4649,5609,15900,2699,3676,2047,4016
19/04/2025 20:00,46608,44264,24310,29252,5534,6266,4863,5800,16356,2798,4003,2225,4135
19/04/2025 21:00,45802,44023,26580,27936,5455,6333,4678,5570,15620,2669,3943,2145,4001
19/04/2025 22:00,43776,44739,25864,25787,4946,5986,4412,5431,14692,2525,3697,2057,3808
19/04/2025 23:00,40929,44827,23832,23591,4324,5291,4251,5032,13407,2372,3488,1846,3561
20/04/2025 00:00,38286,42504,21828,21440,4073,4777,3870,4795,12339,2227,3185,1612,3270
20/04/2025 01:00,36083,40020,20201,19798,3860,4584,3560,4533,11575,2093,2848,1446,3069
20/04/2025 02:00,35317,38607,19201,18618,3721,4415,3413,4467,11292,2080,2605,1345,2912
20/04/2025 03:00,35245,36616,18518,17946,3536,4317,3350,4352,11031,2071,2454,1300,2833
20/04/2025 04:00,35189,35447,18377,17705,3404,4257,3362,4350,11058,2083,2419,1293,2822
20/04/2025 05:00,35428,35702,18324,17856,3412,4265,3389,4543,10909,2090,2426,1311,3003
20/04/2025 06:00,35430,36456,18694,18320,3408,4110,3403,4670,10939,2130,2511,1337,2795
20/04/2025 07:00,37696,37043,19094,18426,3465,3994,3362,4800,12036,2227,2797,1433,2674
20/04/2025 08:00,41470,39058,19511,19654,3701,3745,3292,4981,12912,2346,3092,1490,2631
20/04/2025 09:00,43263,41699,20538,21338,3988,3394,3136,5064,12597,2437,3155,1475,2630
20/04/2025 10:00,43432,43393,21513,22334,4242,3078,2897,5087,12173,2400,3159,1477,2689
20/04/2025 11:00,43230,44037,21695,23131,4354,2792,2776,5011,11820,2410,3146,1423,2806
20/04/2025 12:00,41774,45591,21676,23630,4206,2637,2595,4751,11643,2316,2980,1330,3011
20/04/2025 13:00,39486,43437,21839,22182,3901,2572,2362,4611,11470,2243,2838,1230,3234
20/04/2025 14:00,38857,40613,21644,19920,3465,2547,2414,4435,11319,2171,2664,1152,3356
20/04/2025 15:00,38137,38710,20703,19089,3255,2608,2680,4374,11641,2095,2579,1141,3357
20/04/2025 16:00,38649,38154,20022,19230,3207,2872,3077,4373,12116,2107,2555,1163,3317
20/04/2025 17:00,39900,38584,19784,18995,3354,3263,3470,4717,12995,2200,2572,1284,3364
20/04/2025 18:00,42458,40384,20460,20307,3604,3728,3935,5050,13179,2298,2660,1456,3360
20/04/2025 19:00,43463,42432,21980,22296,3866,4293,4295,5354,13492,2436,2877,1623,3306
20/04/2025 20:00,43675,42959,24063,24760,4295,4853,4534,5485,14263,2566,3188,1823,3257
20/04/2025 21:00,42978,43714,26590,25093,4459,5061,4424,5252,13967,2468,3212,1818,3185
20/04/2025 22:00,41674,44868,26142,23797,4295,4851,4198,5170,13106,2331,3122,1783,3285
20/04/2025 23:00,39090,45013,24013,22067,4024,4550,4030,4837,12298,2209,3002,1614,3441
21/04/2025 00:00,37229,42699,21892,20199,3713,4280,3686,4669,11504,2118,2831,1446,3699
21/04/2025 01:00,35124,40538,20312,18718,3480,4111,3402,4416,10985,2014,2609,1323,3952
21/04/2025 02:00,34107,38937,19230,17834,3373,4010,3295,4338,10792,1985,2424,1264,3873
21/04/2025 03:00,33629,36949,18650,17470,3295,3965,3248,4269,10771,1952,2325,1243,3665
21/04/2025 04:00,34241,35928,18709,17379,3248,3979,3270,4326,10870,1961,2299,1246,3354
21/04/2025 05:00,34904,36482,19055,17864,3282,4041,3291,4527,10610,1990,2333,1284,3027
21/04/2025 06:00,35482,37414,20450,18807,3312,3941,3278,4694,10886,2051,2450,1303,2785
21/04/2025 07:00,37249,37777,22557,18942,3367,3883,3252,4830,11472,2151,2716,1409,2688
21/04/2025 08:00,40187,39789,23863,19947,3567,3684,3187,5191,12311,2260,2979,1488,2672
21/04/2025 09:00,42936,42379,24397,21484,3792,3423,2994,5423,12703,2255,3040,1517,2708
21/04/2025 10:00,44352,43882,24347,22206,3997,3046,2727,5398,12872,2156,3038,1455,2879
21/04/2025 11:00,45772,44652,23862,22400,4209,2785,2540,5300,12968,2129,3012,1393,3280
21/04/2025 12:00,45303,45909,23583,22598,4268,2727,2371,5007,13175,2105,2978,1352,3663
21/04/2025 13:00,43731,43828,23758,21160,4275,2749,2211,4823,13115,2070,2954,1289,3789
21/04/2025 14:00,42815,41699,23770,19518,4049,2797,2366,4671,12609,2036,2888,1235,3791
21/04/2025 15:00,42388,40062,22947,18923,3873,2946,2664,4727,12882,2028,2882,1218,3750
21/04/2025 16:00,41770,39044,22399,18544,3730,3219,3036,4832,13075,2075,2931,1277,3768
21/04/2025 17:00,43164,39709,22638,19145,3871,3630,3465,5091,13524,2152,2999,1411,3681
21/04/2025 18:00,45386,41936,23470,20511,4051,4154,3940,5468,13922,2284,3079,1562,3734
21/04/2025 19:00,45806,44002,24900,22443,4276,4651,4353,5737,14627,2435,3331,1754,3787
21/04/2025 20:00,46244,44081,26776,25084,4679,5150,4633,5875,15278,2583,3625,1993,3712
21/04/2025 21:00,45390,44466,29158,25543,4741,5313,4461,5538,14426,2460,3577,1954,3651
21/04/2025 22:00,43865,45059,28119,23885,4442,5004,4213,5426,13633,2324,3441,1874,3656
21/04/2025 23:00,41186,44894,25306,21911,4114,4640,4029,5034,12676,2203,3255,1678,3787
22/04/2025 00:00,38864,42557,23328,19926,3813,4456,3695,4863,11887,2123,3016,1486,4006
22/04/2025 01:00,37516,40339,21937,18389,3579,4310,3421,4651,11557,2030,2716,1350,4157
22/04/2025 02:00,36813,39094,20819,17787,3479,4126,3301,4584,11277,1994,2498,1294,4041
22/04/2025 03:00,37120,37445,20374,17570,3394,4063,3314,4544,11256,2006,2438,1273,3805
22/04/2025 04:00,38857,37123,20175,17717,3374,4143,3453,4710,12004,2110,2470,1302,3480
22/04/2025 05:00,43221,39767,20604,19249,3517,4326,3787,5439,12963,2292,2613,1440,3197
22/04/2025 06:00,50333,44560,22780,23233,3761,4688,4299,6548,15733,2657,2931,1730,3028
22/04/2025 07:00,55586,48597,26319,27267,4125,5086,4372,7075,17584,2854,3318,1953,2920
22/04/2025 08:00,59051,50570,28367,31939,4587,5204,4178,7259,18568,2992,3455,1995,2892
22/04/2025 09:00,59844,50697,28657,33479,4935,4922,3974,7173,18609,2986,3472,1930,2901
22/04/2025 10:00,59881,49983,28118,33321,5131,4590,3792,7053,18177,2867,3422,1854,2989
22/04/2025 11:00,59933,50119,28012,32730,5216,4338,3708,6936,18150,2912,3415,1774,3375
22/04/2025 12:00,59073,50148,27298,31185,5269,4188,3648,6733,18330,2933,3443,1736,3724
22/04/2025 13:00,57802,48604,27372,30281,5318,4248,3493,6758,17618,2899,3450,1672,3880
22/04/2025 14:00,56195,47021,27253,30789,5166,4327,3592,6587,17829,2882,3473,1595,3834
22/04/2025 15:00,55020,46163,26499,30488,4881,4593,3840,6297,17996,2862,3440,1604,3766
22/04/2025 16:00,54322,44875,25985,30056,4758,5002,4207,6229,18601,2944,3481,1677,3767
22/04/2025 17:00,54409,44733,26106,29873,4805,5422,4615,6417,18971,2996,3528,1813,3691
22/04/2025 18:00,55756,46427,26273,30367,4936,5794,4991,6727,19541,3052,3622,1944,3663
22/04/2025 19:00,55715,48337,27704,31656,5097,6176,5270,6995,20002,3142,3795,2108,3674
22/04/2025 20:00,54531,47716,29383,33597,5461,6556,5390,6938,20548,3182,3896,2287,3627
22/04/2025 21:00,53208,47037,31184,32651,5367,6544,5136,6484,19038,2997,3821,2171,3685
22/04/2025 22:00,49700,47372,29639,29431,4947,6027,4856,6099,17462,2773,3587,2019,3739
22/04/2025 23:00,46029,47129,26702,26754,4526,5517,4749,5596,16208,2613,3396,1796,3870
23/04/2025 00:00,43876,44702,24431,24312,4238,5227,4402,5370,15269,2485,3151,1582,4056
23/04/2025 01:00,42819,42315,22839,22585,3955,5051,4086,5113,14707,2390,2861,1454,4301
23/04/2025 02:00,42134,40812,21708,21568,3821,4900,3917,5008,14543,2339,2684,1398,4012
23/04/2025 03:00,42240,38854,21343,21139,3699,4859,3888,4927,14496,2347,2577,1383,3834
23/04/2025 04:00,42919,38272,21040,21320,3636,4881,3985,5096,14927,2429,2631,1415,3528
23/04/2025 05:00,46257,40272,21446,22254,3713,5052,4212,5771,15383,2552,2760,1534,3185
23/04/2025 06:00,52053,44171,23483,25318,3977,5337,4586,6741,17634,2890,3104,1791,3014
23/04/2025 07:00,56896,47747,26585,28822,4417,5704,4596,7170,19018,3055,3505,2018,2925
23/04/2025 08:00,60006,50947,28173,33196,4820,5797,4320,7217,19069,3102,3747,2081,2922
23/04/2025 09:00,61023,52282,27864,34943,5044,5670,4084,6915,18540,3056,3668,2030,2932
23/04/2025 10:00,60792,52657,26930,34800,5191,5334,3882,6730,18006,2929,3628,1917,3766
23/04/2025 11:00,60770,53342,25812,34306,5266,5007,3743,6692,18132,2936,3573,1897,3767
23/04/2025 12:00,59717,54110,25338,32840,5327,4795,3679,6568,18291,2903,3589,1859,3691
23/04/2025 13:00,58961,52492,25252,32307,5306,4584,3603,6574,18322,2907,3505,1801,3663
23/04/2025 14:00,57376,51227,25013,32562,5111,4562,3726,6589,18278,2849,3435,1704,3674
23/04/2025 15:00,57005,49699,24269,32671,4853,4659,4045,6614,18613,2858,3406,1657,3627
23/04/2025 16:00,56467,48047,23957,32216,4755,4980,4401,6564,19133,2908,3464,1716,3685
23/04/2025 17:00,57550,47577,24404,31492,4805,5391,4740,6717,19562,2991,3582,1832,3739
23/04/2025 18:00,57742,49478,25152,31076,4984,5869,5082,6886,19789,3059,3664,1968,3870
23/04/2025 19:00,57744,50843,26386,32486,5175,6283,5348,7020,20135,3195,3898,2112,4056
23/04/2025 20:00,56835,49520,28176,34008,5482,6687,5435,7000,20672,3255,4106,2288,4282
23/04/2025 21:00,54728,48720,30357,32760,5383,6691,5175,6493,19192,3027,3967,2179,3944
23/04/2025 22:00,51344,49027,28873,29456,4945,6196,4897,6195,17726,2804,3780,2042,3794
23/04/2025 23:00,47546,48564,26145,27073,4547,5681,4789,5679,16346,2628,3453,1827,3508
24/04/2025 00:00,45073,46164,23936,24570,4180,5319,4437,5489,15329,2491,3268,1612,3185
24/04/2025 01:00,43336,43619,22319,23075,3899,5132,4122,5268,14786,2393,2955,1470,3014
24/04/2025 02:00,42240,42135,21296,22249,3778,5008,3928,5157,14566,2374,2735,1404,2925
24/04/2025 03:00,42307,40248,20935,21648,3702,4934,3886,5042,14606,2381,2656,1400,2922
24/04/2025 04:00,43432,39582,20855,21805,3691,5041,3989,5183,14985,2455,2689,1424,2932
24/04/2025 05:00,46954,41403,21498,22815,3791,5160,4197,5865,15505,2615,2825,1556,3035
24/04/2025 06:00,53709,45360,24167,25543,4074,5445,4533,6863,17858,2938,3167,1802,3427
24/04/2025 07:00,58118,49281,26951,29387,4488,5870,4619,7384,19115,3080,3582,2025,3763
24/04/2025 08:00,61274,51816,28100,33109,4936,5999,4425,7599,19228,3117,3931,2077,3872
24/04/2025 09:00,62420,52651,27548,34765,5206,5752,4279,7607,18953,3083,3756,2037,3843
24/04/2025 10:00,63798,52091,26731,34675,5345,5336,4161,7632,18803,2995,3793,1949,3761
24/04/2025 11:00,64760,52337,25619,34310,5483,4998,4244,7684,18807,3015,3717,1990,3800
24/04/2025 12:00,63676,52941,25288,33343,5587,4778,4254,7639,18991,3045,3681,1915,3741
24/04/2025 13:00,62917,51910,25192,32968,5673,4786,4216,7564,18797,3000,3650,1773,3739
24/04/2025 14:00,62044,50599,24674,33223,5576,4771,4380,7413,18946,2952,3549,1734,3675
24/04/2025 15:00,60286,49126,24214,32766,5310,4834,4621,7349,19441,2938,3530,1772,3594
24/04/2025 16:00,59447,47825,24090,31336,5055,5117,4882,7280,19717,3040,3543,1848,3626
24/04/2025 17:00,59886,47197,24817,30571,5018,5489,5056,7321,19995,3081,3563,1923,3666
24/04/2025 18:00,60424,49032,26085,30682,5109,6018,5210,7366,20007,3139,3681,2005,3785
24/04/2025 19:00,59551,49964,27405,31551,5215,6540,5383,7296,20230,3244,3903,2141,3980
24/04/2025 20:00,58358,48597,28741,32929,5537,7021,5423,7194,20555,3272,4107,2278,4167
24/04/2025 21:00,56093,47886,30601,32187,5440,7107,5184,6637,18973,3040,3931,2165,4069
24/04/2025 22:00,52127,48393,29118,29133,4984,6483,4921,6278,17585,2818,3686,2026,3855
24/04/2025 23:00,48173,48189,26437,26936,4556,5843,4829,5816,16354,2653,3509,1812,3545
25/04/2025 00:00,45078,45649,24412,24220,4188,5416,4498,5545,15396,2525,3320,1611,3221
25/04/2025 01:00,43192,43195,23186,22359,3920,5162,4171,5317,14784,2412,3003,1485,3046
25/04/2025 02:00,42410,42003,22113,21204,3848,5052,3991,5198,14466,2377,2819,1416,2933
25/04/2025 03:00,42639,40391,21628,20775,3739,4989,3964,5145,14440,2382,2680,1402,2905
25/04/2025 04:00,44035,39861,21386,20441,3717,5020,4072,5300,14860,2451,2691,1434,2927
25/04/2025 05:00,47668,41902,21798,20511,3832,5148,4296,5995,15365,2591,2810,1542,3056
25/04/2025 06:00,53593,45858,23761,20453,4091,5397,4710,7060,17953,2963,3095,1814,3426
25/04/2025 07:00,58303,49567,26568,21183,4553,5638,4892,7711,19419,3193,3556,2076,3720
25/04/2025 08:00,61484,52018,28225,23008,5030,5546,4891,8049,20328,3288,3856,2194,3826
25/04/2025 09:00,62695,52735,28379,24020,5318,5182,4900,8105,20304,3353,3788,2237,3759
25/04/2025 10:00,63669,51999,27684,24477,5497,4791,4863,8206,19743,3276,3714,2265,3693
